Centers ROI,Top-Level ROI
Bin Width (nm),0.100
Maximum Distance (nm),10.000
Bin Count,100

Center Ion Count,4070457

Center Ion(s),Cr

Neighbor Ion(s),Si,Cr,Fe,V,Mn,H
Bulk Ion Counts,50077,4070457,7427465,3095,7366,2696
Bulk Concentration (ionic %),0.4331487266498264,35.20804493945069,64.2450028353566,0.026770679333450738,0.06371335184820619,0.023319467361222354
Bulk Density (ions/nm^3),0.12323006127420823,10.016627703816718,18.27759184979206,0.007616211826660432,0.018126338066294264,0.006634348007973029

,Total Counts
Distance (nm),Si,Cr,Fe,V,Mn,H
6.100,0.11263950805992838,8.983685379041152,16.441245183777053,0.006821989971785496,0.01639432866698218,0.005824179711745475
6.200,0.11234377798403097,8.957866153606233,16.392191948826632,0.006803723377516586,0.016371955467590394,0.005804986344193837
6.300,0.11195119196565066,8.931904308508209,16.34275322515369,0.006789551450530007,0.016299422714521273,0.005789432018285369
6.400,0.11163076038362495,8.905625596550648,16.293478753675622,0.00675761460990892,0.01625734939280728,0.005762340435703745
6.500,0.1112834789738291,8.880166140208273,16.244458964896587,0.006737603497946834,0.016216771067034612,0.005747634248240056
6.600,0.11091685506963722,8.852873432422527,16.19518545457484,0.006722105572935341,0.016162633465306064,0.005714604480334822
6.700,0.11059124347193985,8.82613442564819,16.146145253565013,0.006696486597430429,0.016138746120856383,0.005710047128665247
6.800,0.11026524131245825,8.800266392408284,16.096820707727023,0.00667360390641723,0.016067719936967362,0.005682482203608245
6.900,0.10989947282523715,8.77356110445545,16.047758495983533,0.006653550255962066,0.01603455946758591,0.005669192268125113
7.000,0.10957731445040897,8.747289628674611,15.9991431239853,0.0066348083426331335,0.015978071055635364,0.0056438742347170515
7.100,0.10925402046657869,8.720626042931794,15.95067788726387,0.006617674806471749,0.01593568677681245,0.0056294197562316555
7.200,0.1089070218862234,8.693782740647361,15.902795331145795,0.006595440772506161,0.015884576209394447,0.005609574330015018
7.300,0.10855991442648942,8.66796033957021,15.854864407150407,0.006575877741419026,0.015849671178362258,0.00558755947493089
7.400,0.10825714956078197,8.64233509997453,15.806624206628886,0.006551575340403585,0.015803052574642838,0.005572302000941824
7.500,0.10793312491784542,8.61602213315702,15.758660955974278,0.006545845057748523,0.0157573357075063,0.0055565387012575535
7.600,0.10760277542652931,8.589329002229846,15.710887080579552,0.006520896151669219,0.01570884354956751,0.005536656707788675
7.700,0.1072217625644653,8.563612803228684,15.663435142435391,0.006501006678269322,0.01566690339038575,0.005520605036077469
7.800,0.1069495590644945,8.53782449117401,15.61610320970235,0.006483614973591301,0.015622794141273204,0.005499390944262483
7.900,0.1065765973979078,8.51177986908298,15.568504158969866,0.006459474075741602,0.015581735448439257,0.005477029680614558
8.000,0.1062662758488443,8.485918426300648,15.52136421401939,0.006436832115312513,0.01553511319693719,0.0054573757672296596
8.100,0.10591572000719016,8.459559901154037,15.473997034853017,0.006414506339031252,0.015487091804819959,0.005439948159963156
8.200,0.1056027692917853,8.433975340165349,15.426724842240723,0.006387791853125199,0.015456202140490316,0.005425562611372527
8.300,0.10526093292431504,8.408011359947688,15.380153345207338,0.006381320283834092,0.015397338161884893,0.005398816676912803
8.400,0.10494700929639714,8.383051772237792,15.332786490639105,0.006350436281350031,0.015341109425249785,0.005375525044879264
8.500,0.10460034199828767,8.35675008644303,15.286542799726446,0.00632860288548167,0.015302864582493607,0.005367901491089044
8.600,0.10431093381945226,8.331054541542004,15.240256178993793,0.006307447562887283,0.015257354865643032,0.005346302518595886
8.700,0.10398300648148087,8.30553078084992,15.19345776959688,0.0062797328244939615,0.015216159410265512,0.005319571960896233
8.800,0.10365882617642211,8.27992406253708,15.147443233217833,0.006268379149476746,0.015157803198665075,0.005310030177859719
8.900,0.10335783054967979,8.254891379478297,15.101198050883385,0.00624465730022994,0.01510582429595596,0.005284220710395351
9.000,0.10299634013159038,8.229289356048728,15.055290593607165,0.006217642770226169,0.015072321634215805,0.005273532734269196
9.100,0.10270680469111845,8.203668199440624,15.009513151459657,0.006205092013400099,0.015021486732892175,0.005250824768421588
9.200,0.10239214808226531,8.17844509649752,14.963509353328357,0.0061858470188474795,0.014975082096410542,0.005227922480575051
9.300,0.10209012903650545,8.153012400888057,14.917938312695593,0.006161461798877821,0.014939136984287832,0.005212108240976925
9.400,0.10177226862711637,8.127672965885681,14.872776305855565,0.006136575634348118,0.014890283099060996,0.005192170319303901
9.500,0.10146907524697546,8.102907571918685,14.82724444176997,0.00612657306854939,0.014846623687241878,0.005183323904608284
9.600,0.1011723370521455,8.077794789618082,14.782140972395856,0.006101017732835934,0.014801803857225715,0.005163813947747737
9.700,0.10082634254717396,8.052873972008305,14.737286800634603,0.006082737200565328,0.014765306130512058,0.0051459861088386395
9.800,0.1005330367064372,8.028212793360371,14.692483409511846,0.006066379766920924,0.014712004619587944,0.005126856998492134
9.900,0.10021340523174575,8.003811695130777,14.647673136500911,0.006038105241447113,0.014662206481166605,0.005110915085982434

,Bulk Normalized Concentration
Distance (nm),Si,Cr,Fe,V,Mn,H
0.000,0.9446512716806411,1.225816413053632,0.876481890115238,0.908213416518573,1.1810509253060735,0.9898351017417918
0.100,0.9672442727294503,1.2146298045635349,0.8825852896251049,0.9499906337406681,1.05410245231487,0.9439281453064726
0.200,0.9677106851462394,1.1994887890009691,0.8908769035399455,0.9921633501875445,1.0387566856347585,0.9455366256961251
0.300,0.9677389141787067,1.1847335121864646,0.8989336795808109,0.9683863164331186,1.0687751964905918,0.9716336892787447
0.400,0.9810035319630982,1.1699987067329418,0.9069359113267804,0.9586702527966794,1.049968767013121,0.9884893638150893
0.500,0.9829261469557553,1.1553592854763148,0.914947897514097,0.9667848793762216,1.0539365537571876,0.9624387205661292
0.600,0.9894858632532211,1.1396351376966523,0.9235212603651451,0.9740106602484723,1.0465586517504593,0.9734201047105784
0.700,0.9936398824552263,1.1251107840267116,0.9314457938581938,0.9845751990156961,1.0459938264948285,0.982694711947239
0.800,0.9962394811839328,1.110796156829004,0.9392817464006359,0.98560781073084,1.0369032428246399,0.9824708355260041
0.900,0.9982729948560374,1.0970377117516465,0.9468066803783411,0.9879019111903837,1.0369637447722078,0.9834341756976327
1.000,1.0045395597006785,1.0840001993149284,0.9539122717003675,0.9889305159444379,1.034358370808682,0.9813198571324315
1.100,1.0063017737538875,1.0717949684061596,0.9605909326754596,0.987615002862234,1.0291804630569843,0.9921924603213031
1.200,1.0097927668206799,1.06052465235667,0.9667414877314839,1.0005827165867458,1.0295842520653837,0.9826882329645166
1.300,1.009781333653999,1.0504159273253324,0.9722857213413705,0.9997984458612915,1.0221848976081938,0.9919734618746822
1.400,1.0128721986373355,1.0410191835672506,0.977412807982541,1.0029955901532728,1.019977217455076,0.9991582514449231
1.500,1.0148057305775025,1.0329803861933182,0.9818122562508268,1.0015451799983848,1.0145838124832918,0.9962733745108672
1.600,1.0160924535038478,1.0256355577783627,0.9858311251688181,1.002973090613698,1.012392255034104,0.9940806491105054
1.700,1.015304505844301,1.0195311896924208,0.989183115769129,1.0065351682857058,1.0102287509566656,0.9922797357006601
1.800,1.0153222976004066,1.0139417487798097,0.9922463667762175,1.0054404816413964,1.008543327093191,0.9975843265875846
1.900,1.0177470093887253,1.0095588676160834,0.9946300317259302,1.014312401608142,1.0055840199481294,1.0007960102853655
2.000,1.0183954734027736,1.005639253894932,0.996777189552451,1.0115571256384042,1.0015093235623962,1.0055245573442306
2.100,1.0174162383673828,1.0025753121342607,0.9984583676994985,1.0102695030202067,1.0067490960052228,1.0052194840555557
2.200,1.018334977704108,1.00019218793305,0.9997614923683447,1.012828008995117,1.0041768527447186,1.000216730455499
2.300,1.017958809646483,0.9981657272355166,1.0008771974502209,1.009300409749745,1.0012110251639077,1.005173057973346
2.400,1.0176162829296418,0.9965897802980429,1.0017437578508879,1.0106412239376568,1.0012370796193224,1.0019416671348162
2.500,1.0182711455923525,0.9955169690251655,1.0023265610811907,1.0114907738061985,1.0026193894990254,0.9991510704815767
2.600,1.0175394462374177,0.9946621103641775,1.0028002285162272,1.0111678762587153,1.002385482901097,0.9994777610462535
2.700,1.0172320695915888,0.9941010488780211,1.003115226483358,1.0093696714109595,0.9991854943894727,0.9952749930539213
2.800,1.0176861348865476,0.9936935219413258,1.00333408672826,1.0072836412247401,1.0010728545471372,0.9964099351863012
2.900,1.0173525218415136,0.9933921754466477,1.003501976136606,1.0080869649045947,0.9999288549067117,0.99725266491431
3.000,1.018249424677526,0.9933094963414765,1.003541296446183,1.0060867816385255,1.0009179499000593,0.9966896862029729
3.100,1.01828050927413,0.9932662221668906,1.0035666678890829,1.0065375831896406,0.9983222641053928,0.9981244525764237
3.200,1.0174973298683854,0.9932894795106643,1.003557941274538,1.0066213760695955,1.0006039605334243,0.9952689505679073
3.300,1.0179125418440431,0.9934457875536655,1.0034695833903646,1.0068898906411425,1.0007535001071803,0.9942692447729461
3.400,1.0177706928717178,0.9935898375646355,1.003388813295737,1.008243424494865,1.0028369011424119,0.9946904343407591
3.500,1.0184992885729354,0.9937530633458146,1.00329673878688,1.0046848533600743,1.002392718186571,0.9936802009320627
3.600,1.017998561751399,0.9939208466906612,1.0032062671240283,1.0065578178702834,1.0038685185990708,0.9927260261743922
3.700,1.0181164531428073,0.9941092578983122,1.0031014617297977,1.0027316775118174,1.0054698143913547,0.9948260969441056
3.800,1.018049406674874,0.9943643100958081,1.0029641319448723,1.0032026472295055,1.0043189769582792,0.9919366576111448
3.900,1.017956606624582,0.994566524994759,1.0028528990971928,1.0025469397281266,1.0058699019057977,0.9913148036507878
4.000,1.0183374933259768,0.9947058665087256,1.0027749620581063,1.0013718781014505,1.0060894424225573,0.9893255625691254
4.100,1.01847643287544,0.9948876317258706,1.0026764819845757,0.9991913469969697,1.0046663563476808,0.9900167045719663
4.200,1.0182776013805712,0.9952164798223603,1.002495445510737,1.001392703850432,1.0061685803660314,0.9893335962831938
4.300,1.019048382332896,0.9953642485821002,1.0024097563979597,1.002170166613485,1.0057027116744615,0.988366774084402
4.400,1.018363918753951,0.995532013157264,1.0023227133269457,1.001290772836099,1.0062582655167756,0.9870820080988483
4.500,1.0179484177797375,0.9957376293740435,1.0022113067171528,1.0010006559373157,1.008010728356707,0.98682720057304
4.600,1.0176309488405526,0.995879268938092,1.002137544096961,1.001928678400318,1.0060979235835354,0.9862511276230082
4.700,1.0184468428280014,0.9960492945698158,1.0020374543167567,1.0018467564287517,1.0072379549822887,0.9871153229146391
4.800,1.0182842845793088,0.996234769180586,1.001937626723335,1.002991171775841,1.0063450344891212,0.9862530249601238
4.900,1.0183479243555722,0.996427650232539,1.0018327480647795,1.0017607080669626,1.0061196142531341,0.9848251240476372
5.000,1.018171414057242,0.9965617917229077,1.0017600105101543,1.0025533000832367,1.0073787603898714,0.9816165321260336
5.100,1.0175914720933104,0.996732259849065,1.0016704065548971,1.0011135204141755,1.0081298127107479,0.9814728691247269
5.200,1.0179056737474963,0.9969008529292703,1.0015755944751852,1.0020754485223176,1.0076741883640867,0.9824399334314562
5.300,1.0181654673255733,0.9970679146044635,1.0014823100883572,1.003936177581585,1.0074023826240854,0.9809869047302227
5.400,1.0176229894269815,0.9971792192274768,1.0014282861533383,1.000515172684809,1.0059586829368714,0.9797213900486355
5.500,1.018008170911886,0.997321015833678,1.0013472341499423,1.0008174246065629,1.0071415742450511,0.9781993387953741
5.600,1.0177609291862935,0.9974450194602453,1.0012825669575394,0.9993066332035049,1.006281564485252,0.9778112577902572
5.700,1.0176342919624939,0.9975849381460221,1.0012056559997236,0.9979050544891741,1.0078358448649314,0.9781640480144016
5.800,1.0172914564229707,0.9977136781449161,1.0011373659768392,0.9994439398855519,1.007154374844377,0.9783925933875167
5.900,1.0174926436539597,0.9978430333521622,1.001064864583154,1.0004040910441745,1.007619436189348,0.9767214481939894
6.000,1.0167077022800641,0.9978829774797331,1.0010493988129128,0.9991360965468196,1.0069119813352962,0.9769898747849581
6.100,1.0171395621411634,0.9980205129960011,1.0009726171306652,0.996732291201989,1.0064449566427838,0.9768839726174022
6.200,1.0174629228250414,0.9980889988363268,1.000931340662702,0.996997032246164,1.0080375522296636,0.9765380851445696
6.300,1.0169351101600406,0.9981681627205672,1.0008924936104149,0.997891339732258,1.0065684918458804,0.9768297863338323
6.400,1.0170647137511573,0.9982154079194288,1.000866635733164,0.996175311361197,1.006980434529654,0.9751738170461914
6.500,1.016906547066002,0.9983126458610664,1.0008138112173033,0.9961699773024073,1.0074449491374116,0.9755687687880492
6.600,1.0166562783040984,0.9982883138737223,1.0008297693248618,0.9969183242442617,1.0071526803213913,0.9729290988902752
6.700,1.0167460479821524,0.9982916108950644,1.0008253482003913,0.9961308853884653,1.0087141902564831,0.9751015798149132
6.800,1.016811689890205,0.9983730500944304,1.0007824812209292,0.9957262925152268,1.0073090606438793,0.9733261645021023
6.900,1.0165327080823832,0.9983820982916718,1.0007781557652515,0.995764959365808,1.0082990765812112,0.9740143371838963
7.000,1.0166202613855375,0.9984049999323643,1.0007659521877763,0.9959651464683792,1.0077876816567235,0.9725990738576213
7.100,1.016706652353866,0.9983918638317396,1.0007718289761127,0.9964174155433463,1.0081742742787807,0.9730614916978346
7.200,1.0165575067535695,0.9983434767029549,1.0007998429764275,0.9960876241412233,1.0079947983921658,0.9725778894052851
7.300,1.0163656626377529,0.9983723382366175,1.000784829745279,0.9961204867975552,1.0088052586129401,0.9716750834127164
7.400,1.016592263415356,0.9984272974718482,1.0007532983551517,0.9954365938408112,1.0088759894571457,0.9719485444573982
7.500,1.0166371245662966,0.9984197234461442,1.0007560285787855,0.9975957377423509,1.0090218951469407,0.9721515496208041
7.600,1.0166317903586515,0.9983770357083329,1.000779980876943,0.9968392888497094,1.0089996509941517,0.9716418781894007
7.700,1.016093576717282,0.9983961986650107,1.0007727383422735,0.9968022877578836,1.0093470500846813,0.9717529252290823
7.800,1.0165800079657463,0.9984008022391071,1.000766885052571,0.997142972461628,1.0095500747630783,0.970947115668509
7.900,1.0161351518153325,0.9984013057008356,1.0007698228363748,0.9964704729646104,1.0099782937515231,0.9699584586293393
8.000,1.0162570098185166,0.9983942663021217,1.0007732138282617,0.9959967597073327,1.0100179785791938,0.9694164100684726
8.100,1.0160258924063452,0.998360189664545,1.0007936739156464,0.9956008104546055,1.0099986991675525,0.9692984748850799
8.200,1.0161161366569926,0.9983791442234863,1.0007819501119235,0.9944809020519337,1.011061140749326,0.9696862475746135
8.300,1.0159165782935426,0.99834179855351,1.00080435737138,0.996503952024477,1.0102830564937066,0.9678494974050548
8.400,1.0159767063115526,0.9984146947392936,1.0007658139710418,0.9947063645442565,1.0096643926775108,0.9666137954251596
8.500,1.0157281735669526,0.9983364801911508,1.0008093643165696,0.9943285037632135,1.0102380415217476,0.9682050579707546
8.600,1.0160101248236495,0.9983051518385155,1.0008250321212784,0.9940300218035277,1.0103085743719806,0.9672531383831758
8.700,1.0159340604185683,0.998310582691579,1.0008234281676516,0.9927090188319716,1.0106826002156142,0.9653799049272284
8.800,1.0158631542185514,0.9982754889683966,1.000842974494147,0.9939438006758362,1.0098846589154118,0.9665945157769342
8.900,1.0160048259929795,0.998294965630674,1.0008326815853932,0.9932044245685169,1.0094932132093402,0.9648321136580811
9.000,1.015562237829406,0.998256660170164,1.000855967862804,0.9919463130349194,1.010349179527855,0.9658391663969519
9.100,1.0158212881731654,0.9982086083108326,1.0008808661579336,0.9929879258233238,1.0100377347943619,0.9646372590544908
9.200,1.015826418185393,0.9982026619102831,1.000884578741902,0.9929552454219789,1.0100169214006998,0.9633861618489136
9.300,1.0159464737834565,0.9981603389923087,1.0009066412577967,0.992084089616883,1.010692802499655,0.9634272286025561
9.400,1.015888541968623,0.998108971151921,1.0009360744649496,0.9911065534409932,1.0104763423099772,0.9626844397406351
9.500,1.0159660935923842,0.9981171756490623,1.0009298673995521,0.992523456590767,1.010601181066463,0.9639894389914742
9.600,1.0161062977297766,0.9980798988779703,1.000950014008169,0.9914191382183137,1.0106449138482323,0.9633106521080059
9.700,1.015733003947061,0.9980483594260894,1.0009693404719402,0.9914761098991196,1.0112408268704354,0.9629252513413675
9.800,1.0158744112077152,0.9980337488420482,1.0009770456116582,0.9918327957337062,1.0106706674833181,0.9622786261581556
9.900,1.0157399683764883,0.998041767934536,1.0009745872070226,0.9902276537595178,1.0103285889903497,0.9622187231479455

,Bulk Normalized Density
Distance (nm),Si,Cr,Fe,V,Mn,H
0.000,1.2655224538510557,1.6421914007045129,1.1741978713067756,1.2167076951563158,1.5822203493753388,1.3260539464849932
0.100,1.2410456457343408,1.5584595046285366,1.1324219347275422,1.2189079560691678,1.3524910878114613,1.211129336866449
0.200,1.2195317691102598,1.5116239877595397,1.1227040301506606,1.2503475928011771,1.3090656101578853,1.191587497785543
0.300,1.2000873174999878,1.4691810381509993,1.1147623520483059,1.2008901572158006,1.3253818150481669,1.2049172051211101
0.400,1.1976426741127386,1.428374449413089,1.107218388823433,1.1703774428356895,1.2818377925144426,1.2067816337444501
0.500,1.1820448820695613,1.3894090970908894,1.1002957678625331,1.1626337566339469,1.2674404005358018,1.1574071637774621
0.600,1.1725307507335572,1.3504561239232504,1.094363362781292,1.1541927915258783,1.240161428470687,1.1534929891801229
0.700,1.1596668861946178,1.3131052231038383,1.0870808051238607,1.1490875873920323,1.220768635768512,1.1468928902771998
0.800,1.1467219559181232,1.2785824750405732,1.0811607266464747,1.134484366295436,1.1935279992082415,1.1308735494080338
0.900,1.133374751541479,1.2455058389789069,1.074943218599604,1.1216000922715754,1.177301732737156,1.1165277136435428
1.000,1.1258336442738304,1.2148888343948612,1.0690933162313248,1.1083398716831778,1.1592529560903206,1.0998102566342702
1.100,1.1141870382916084,1.1867017356528768,1.0635755537773735,1.0934968651665657,1.1395185439487234,1.0985650702539929
1.200,1.1049209421480655,1.1604320575028142,1.0578139896971361,1.0948432532240802,1.126576896955445,1.0752630082938466
1.300,1.0931968493539677,1.1371881653902187,1.052603818092005,1.0823893001165985,1.1066250407688552,1.0739179137329227
1.400,1.0855443312772826,1.115710822147822,1.0475407800221046,1.074959090250287,1.0931591250405956,1.0708464279739958
1.500,1.0777166386961397,1.0970179967487692,1.0426777980798008,1.0636340260671646,1.0774809632211673,1.0580354052487404
1.600,1.06997732622669,1.0800265153140975,1.038111195277357,1.0561622242853324,1.0660809008064325,1.0467982035700882
1.700,1.0609307989921353,1.0653474238039633,1.0336355520157692,1.051767380284626,1.055626947135446,1.036871329498508
1.800,1.053466800306836,1.052034385838899,1.0295239330351198,1.0432137357733744,1.0464331515959893,1.0350624339189647
1.900,1.0492408844659789,1.0407993631090948,1.025408558882768,1.0456999937807216,1.036701514975651,1.031765341794059
2.000,1.0437488034252993,1.0306750131392395,1.0215923244442122,1.036740212477209,1.0264422666714936,1.0305574611757067
2.100,1.0371502683853944,1.0220214842699864,1.0178246866718932,1.0298649133813333,1.0262762237745355,1.0247169431337344
2.200,1.0329655766035786,1.0145621261600801,1.0141252427159513,1.0273794883002523,1.018604039356499,1.014587021289294
2.300,1.027952152140579,1.0079647602451105,1.0107028490717482,1.019208752384516,1.0110399539854997,1.0150408822300603
2.400,1.0232084046962968,1.0020663548147026,1.0072486550964008,1.01619501555977,1.0067391925084774,1.007447651954136
2.500,1.0198827428612958,0.9970925537163473,1.0039129231768071,1.0130916399170409,1.0042062150482916,1.000732406792067
2.600,1.0153813265183056,0.992552511643294,1.0006733694981382,1.0090232701295319,1.0002595035252606,0.99735794871573
2.700,1.0114141777571397,0.9884154511193826,0.9973780736156626,1.0035967472722225,0.9934708169793881,0.9895826811142819
2.800,1.0083464000245759,0.9845739774070715,0.9941260666651144,0.9980393744342829,0.9918855867653769,0.987265460982069
2.900,1.004753753049274,0.9810901286440135,0.9910747308027903,0.9956029396324954,0.9875458586677531,0.9849028102838248
3.000,1.0024287321103764,0.9778762991455873,0.9879491262521839,0.9904550618629735,0.9853665390310323,0.9812039704950953
3.100,0.9993145322095419,0.9747661485456482,0.9848747433824088,0.9877903239191781,0.9797280192076017,0.9795338920159906
3.200,0.9954700302758416,0.9717862437723124,0.9818324086544276,0.9848295246552907,0.9789423771904915,0.973722862233551
3.300,0.9928408579468149,0.9689767317844374,0.9787536366257544,0.9820897000356347,0.9761044518026197,0.9697799068495487
3.400,0.9896943394028659,0.966180540285882,0.9757092002099103,0.9804298914790037,0.9751725131763582,0.9672507758575323
3.500,0.9874801000233994,0.963487540345996,0.9727405557234924,0.9740863941869656,0.9718640677741809,0.963416897013765
3.600,0.9840228563100862,0.9607487350709313,0.9697242545659317,0.9729639472946956,0.970364403395755,0.9595937916934335
3.700,0.9812199494867087,0.9580827741347088,0.966749100822651,0.9663927175714349,0.969031624468906,0.9587736349592564
3.800,0.9783158237764044,0.9555551359168092,0.9638193141987623,0.9640485204392842,0.9651212807896666,0.9532222325971822
3.900,0.9753896127455784,0.9529776135360535,0.960917483638806,0.9606243183029096,0.9638083271010782,0.9498618665564557
4.000,0.9728624413683303,0.9502861124895338,0.9579948731383887,0.9566544455370652,0.9611613415050747,0.9451460723159295
4.100,0.9701729749671973,0.9477029239689861,0.9551223710795371,0.9518025261916765,0.957017871327112,0.9430630111195449
4.200,0.9672051378511693,0.9453006638398865,0.9522145476398401,0.9511671148001865,0.9557034537095053,0.9397128406600903
4.300,0.9650919302641989,0.9426618211992458,0.9493342843085373,0.9491073802953627,0.9524528845822527,0.9360348481457211
4.400,0.9616325494900246,0.9400725715839705,0.9464849730808576,0.9455105202876466,0.9502012821686615,0.9320933023287613
4.500,0.9584671485339945,0.9375541919852435,0.9436495961876612,0.9425096867575234,0.9491101431318116,0.9291644218004824
4.600,0.9553462310097636,0.9349258758342229,0.9408011094761044,0.9406050275307759,0.9445190915404059,0.9258870307327893
4.700,0.953384632776723,0.9324179240362497,0.938023537644411,0.9378450222538364,0.9428918107920755,0.9240546880503077
4.800,0.9504512123834217,0.9298705268513444,0.9351934881772135,0.9361768512592318,0.9393072961951681,0.9205537171551612
4.900,0.9477882384616894,0.9273867847926849,0.9324173721102506,0.932350323647739,0.9364072082517173,0.9165881789414945
5.000,0.944838501147679,0.924785293117236,0.9296091147053991,0.9303452682851,0.9348231789988771,0.9109164528789269
5.100,0.9415387070241314,0.9222384708639488,0.9268075502951475,0.9262922847182691,0.9327841932672162,0.9081195366879244
5.200,0.9391444628627322,0.9197649057253443,0.9240779356566909,0.9245391131240251,0.9297046462937626,0.906422910661817
5.300,0.9366518267571303,0.9172433298767175,0.9213043118356504,0.9235617243524872,0.9267504273572167,0.9024497548064774
5.400,0.9334505588724771,0.9146977900018228,0.9185953964217265,0.9177578109049207,0.9227510625706251,0.8986839807885838
5.500,0.9310925629506567,0.9121716379597771,0.9158541053880409,0.9153695299792022,0.9211537357092101,0.8946825334611748
5.600,0.9281751222214627,0.9096474685728881,0.9131472257508134,0.911345218519981,0.9177061992859629,0.8917419186395869
5.700,0.9253520567826147,0.9071208405807154,0.9104132205048344,0.9074119277805919,0.9164421632711454,0.8894610970266859
5.800,0.9223267943863741,0.9045766114212108,0.9076806962958651,0.9061453523701437,0.9131360144011643,0.8870591595092289
5.900,0.9198049738668174,0.9020418879095249,0.9049543968202365,0.9043570629804846,0.9108796755950224,0.8829481487993617
6.000,0.9163741641018416,0.8994071524281179,0.9022610962861998,0.9005366077622776,0.9075451313597802,0.8805758802006312
6.100,0.9140586874276234,0.8968772369984385,0.8995301634314643,0.8957195686056453,0.9044479147979295,0.8778827557351664
6.200,0.9116588665329526,0.8942996004726165,0.8968463725166903,0.8933211854350291,0.9032136225040331,0.874989725775241
6.300,0.9084730690552841,0.8917077256554929,0.8941414908189679,0.891460427448103,0.8992121108471368,0.8726452111537928
6.400,0.9058727978332103,0.8890842167526366,0.8914455956549324,0.8872671563905292,0.8968909954867085,0.868561677617556
6.500,0.9030546428618914,0.8865424974140338,0.8887636346404899,0.8846397200195978,0.8946523565722041,0.8663450035079049
6.600,0.900079525423817,0.8838177572526973,0.8860677920630495,0.8826048599915136,0.8916656748976955,0.8613664030688656
6.700,0.8974372188767737,0.8811482952775709,0.8833847142586623,0.8792411174790964,0.890347849732882,0.8606794702061189
6.800,0.8947917429587169,0.8785657860733953,0.880686079436124,0.8762366460260969,0.8864294529982931,0.8565245894214698
6.900,0.891823567146427,0.8758996903830605,0.8780017973848182,0.8736036243991292,0.8846000449148638,0.8545213879814548
7.000,0.8892092831681749,0.8732769038966637,0.875341962741515,0.8711428323734496,0.8814836729403398,0.8507051827752108
7.100,0.8865857838329689,0.8706149715047213,0.8726903422698619,0.8688932184510259,0.8791454025920818,0.8485264489391164
7.200,0.8837699239951397,0.8679350972917459,0.8700706013044447,0.8659739149348397,0.8763257173787159,0.8455351337122414
7.300,0.8809531806117081,0.8653571437288604,0.8674482140452646,0.8634053110760742,0.8744000647231972,0.8422168189271758
7.400,0.8784962730797566,0.8627988735851158,0.8648089057097921,0.8602144333052681,0.8718281936950326,0.839917049006947
7.500,0.8758668445167411,0.8601719448826062,0.8621847498008093,0.8594620536727843,0.8693060699781884,0.8375410356194481
7.600,0.873186090422324,0.8575070628767587,0.8595709549536905,0.8561862905181973,0.8666308380719181,0.8345442085846009
7.700,0.8700942079861367,0.8549397118918197,0.8569747738739221,0.8535748251529255,0.86431706906748,0.8321247286761131
7.800,0.8678853029741924,0.8523651615723695,0.8543851585065355,0.8512913139962187,0.8618836349700233,0.8289271135088818
7.900,0.8648587552087345,0.8497650227970105,0.8517809286318528,0.8481216414084378,0.8596184950016645,0.8255565843142946
8.000,0.8623405259239743,0.8471831715445697,0.8492018172621562,0.8451487776089002,0.8570464227313829,0.8225941359529365
8.100,0.8594957992555837,0.8445516945718788,0.8466102734988614,0.8422174284304136,0.8543971621944999,0.819967260298304
8.200,0.856956234540863,0.8419974855361432,0.8440239266211774,0.8387098466411914,0.8526930306585732,0.8177989163143375
8.300,0.8541822655601156,0.839405397561488,0.8414759160617932,0.8378601369116834,0.8494456026127021,0.8137674825656734
8.400,0.851634805754676,0.836913582107432,0.838884390057848,0.8338051023108924,0.8463435564945364,0.8102567182817458
8.500,0.8488216342401534,0.8342877796345359,0.8363543143622806,0.8309384021238082,0.844233651966865,0.8091076145897088
8.600,0.8464731149272284,0.8317224906310088,0.8338218898988696,0.8281607321907932,0.8417229563876404,0.8058519860837574
8.700,0.8438120163723742,0.8291743515320227,0.831261464555011,0.8245218183811345,0.8394502714566381,0.8018228700850898
8.800,0.8411813246263286,0.8266179304420103,0.8287439263170855,0.8230310936907481,0.8362308560740601,0.8003846303326609
8.900,0.8387387742970501,0.8241188175869676,0.8262137690231434,0.8199164417106432,0.8333632662432288,0.7964943509211272
9.000,0.8358053146010022,0.8215628652059269,0.8237020892759702,0.8163694644706974,0.8315149799750579,0.7948833446680168
9.100,0.833455762572235,0.8190050026831598,0.8211975228908734,0.8147215642925358,0.8287105028027957,0.7914605568039617
9.200,0.8309023546975689,0.8164868794495795,0.8186805721618405,0.8121947182710987,0.8261504359921737,0.7880084786466186
9.300,0.8284514994221843,0.8139478317419592,0.8161872983757054,0.8089929664652601,0.8241674037883582,0.7856247870496266
9.400,0.8258720930167798,0.8114180946136919,0.8137164035657558,0.8057254412051842,0.8214722159877026,0.7826195299167383
9.500,0.8234117081317455,0.8089456662975671,0.8112252731991417,0.8044121156272749,0.8190635986674561,0.7812861035295506
9.600,0.8210037064496749,0.8064385568148982,0.8087575810794806,0.8010567289475083,0.8165909630003819,0.778345353837629
9.700,0.8181959945862388,0.8039506119349781,0.80630352848164,0.7986565157330314,0.8145774439663569,0.775658150982477
9.800,0.8158158461248655,0.8014885878509106,0.8038522541840761,0.7965088031934268,0.8116368880344763,0.7727748065568429
9.900,0.8132220676962383,0.7990525286350633,0.8014006033660038,0.7927963899731385,0.8088896073515712,0.770371870730965
